,text_lemma
1664,bMichaeljdobbin Hey Michael Ive notice tweet could tell ring discuss Corrina
1665,bwayne_wright170 Wayne Do access online account take look one statementsxe2x80xa6 httpstco5L6A9aO4W0
1666,bAsianCowboy13 AskBarclaysUS Eric Can check Is link UK US account pleaseThanks Brendan
1667,bxKiranVx cant see whether get letter Kiran Id definitely expect withxe2x80xa6 httpstcoAypPPiUFAX
1668,bSimonjhbenson It shouldnt much longer Simon thanks patience Cass
1669,bSpennooooo Callum postcode phone number one onf team give cxe2x80xa6 httpstcofTFGZaIo05
1670,bponderer71 Sorry hold Ill pick Brendan
1671,bCraigoWill No problem Craigo Just postcode phone number well give call help Cass
1672,bxo_hedya Hey So cant see message link US account chaxe2x80xa6 httpstcoUCn0C14Zgd
1673,bTrentonSpear Great hear Trenton thanks much let know Cass
1674,bJLeadbeatter Jamie thats phrase set verification know definitely Cass
1675,bblackrat999 ubtay much patience understand Richard glad hear youre sort Cass
1676,bjcharles121 Hey Jason see alternative way change address please see httpstcoXGWagOmD0Y Corrina
1677,bHannah_Morris Hannah Ive reply Nikki
1678,balisonthursby We dont detail yet Alison dnt think current offer would change allxe2x80xa6 httpstcodENEs0u4YD
1679,bBatSplats Sorry hold Rob Did get sort You able online httpstcoYdTzebOjde Brendan
1680,bMalikaOnline_ 22 Where asks Are Barclays Barclaycard customer You select approprixe2x80xa6 httpstcoWP774SS9lk
1681,bMalikaOnline_ youxe2x80x99d like request stop processing data completely Malika byxe2x80xa6 httpstcoh16VKHL4rc
1682,bthewullsta really Peter deal call unusual moment posxe2x80xa6 httpstcoKmdPFLDMtQ
1683,bpulverisedrock Ash Sorry Did manage get get sort Brendan
1684,bStig_Bubblecard sykescottages understand Andy much appreciate difficult time Cass
1685,bIf find youxe2x80x99re problem log Barclaycard Online Servicing herexe2x80x99s troubleshoot tip whxe2x80xa6 httpstcokAU3XT5EWU
1686,bSusanne_Sos Susanne Sorry get back Are still difficulty feel free popxe2x80xa6 httpstcoe7pEhrSEtc
1687,bXRPJOKER Sorry late reply You may spot already work option pxe2x80xa6 httpstco2WilCKwxn3
1688,bSimonjhbenson Sorry Simon You may spot already work option paxe2x80xa6 httpstcovPCnOxulRb
1689,bjohnfranieuan Jonathon Sorry get back see youve drop well pxe2x80xa6 httpstcoP6L4Q9v7Nv
1690,brjsysko Sorry hold get back Is link UK US card UK feel free toxe2x80xa6 httpstcotxlDju2tPU
1691,bChebbie1 Deb Sorry hold get back still help feel free pop across Dxe2x80xa6 httpstcouI5y7aWvT1
1692,bSowerbyDale Stuart We cant cancel pending transaction drop 7 day date wxe2x80xa6 httpstcoxheQdS7K7o
1693,bf1shc8k Really hold Weve updated forgotten detail step online clear yxe2x80xa6 httpstcoZ5q049DB0U
1694,bIndexEagle Sorry hold You may spot already work option payment hxe2x80xa6 httpstcomlhIrMubDC
1695,bGemsActiDerm Gemma Weve update forgotten detail step online clear cache cookixe2x80xa6 httpstco4kHV143yNN
1696,bJamieRGrech understand Staysafe Cass
1697,bTweetypie01 Claire couldnt get help need Have able speak thexe2x80xa6 httpstconh4qAY8RJR
1698,bEmmaReardon Emma Really hold You see raise claim download dispute formsxe2x80xa6 httpstcoDGmpEaTrOR
1699,bDesignerAfloat Sorry reply Col You may spot work option forxe2x80xa6 httpstcoSz3iCmjsAR
1700,bnayfurn Nathan You may spot already work option payment holiday youxe2x80xa6 httpstcowUltFw2RST
1701,blordfortoroy mbna VirginMoney Sorry hold Christian You may spot already workxe2x80xa6 httpstco06STUYfcCu
1702,bSoneyKuri Soney team touch soon help Nikki
1703,bTomStannard10 Tom nnIf youre trouble reset detail please try clear cache cookiexe2x80xa6 httpstcoTA1w0onyN0
1704,brippleator Sorry hold Were currently work payment holiday online form livxe2x80xa6 httpstcoZBuqhi6BHb
1705,bfunrunrobbie Hey Stewart thanks patience wexe2x80x99ve busy best operate bexe2x80xa6 httpstcofPQjex3Pp0
1706,bNatalieAL So Natalie Were work Nikki
1707,bdrgarethroberts Gareth cut Do want detail call Thanksxe2x80xa6 httpstcojJ9KY6yFaM
1708,bGem43184781 really Gem thing currently take little bit longer usual wexe2x80xa6 httpstcoMAIlD7ZLI6
1709,babbielou1231 Abbie get back Were experience high demand right Ixe2x80xa6 httpstcombkhOyAMrh
1710,btiffaliffers Tiffany Wexe2x80x99re work online application form request payment holxe2x80xa6 httpstcokAxlgPvVBJ
1711,bssbib85 generally youd see refund pending It may never make card thxe2x80xa6 httpstcoF9j8cRHqQh
1712,bCarsCheshire relation business account BcardBusiness able help thxe2x80xa6 httpstcoyOam4fQ6fG
1713,bStig_Bubblecard In first instance wed direct company discus theyre unable txe2x80xa6 httpstcoDE5YWLndjE
1714,bTheCombatGolfer apology Ill reply Nikki
1715,bVoiceNote4 Jamez raise dispute miss refund select transaction youre query ixe2x80xa6 httpstcovPKtK6AVbD
1716,bMegWilliams95 Megan get back Were experience high demand across allxe2x80xa6 httpstco4RYhEOLSsN
1717,bmelissa1812 Hey Melissa thanks patience wexe2x80x99ve busy wait Have mxe2x80xa6 httpstcoxGKNZb53vb
1718,bJohnHiggins_ Hey John thanks patience wexe2x80x99ve busy best operate bestxe2x80xa6 httpstco6IYaN75iSu
1719,bDeanPearsonSHOW Dean Really hold Weve updated forgotten detail step online yoxe2x80xa6 httpstcooadLJwB4gr
1720,bSaluteMyGayness Lola well payment holiday request form live website next couple daysxe2x80xa6 httpstcocFhJvY7w6h
1721,bgarysmi Gary Business account youd contact BcardBusiness help itxe2x80xa6 httpstcoUppr33wkHe
1722,bf_sammyf757 Sam Sorry want drop query well take look see ifxe2x80xa6 httpstcoaGXY6Pi59D
1723,bDyhappy CapitalOne TheFCA guardian Paul replying find repaymxe2x80xa6 httpstcoWs1bTXLGb9
1724,bHyndaBohdan BohdannnIm reply feel way tell whats hxe2x80xa6 httpstcozbWIjdX0CU
1725,bRobGBelt Rob Sorry hold get back You find raise dispute hexe2x80xa6 httpstcoTcJv5wHxbO
1726,bMissyGJ74 Emma really get back Our auto system workingxe2x80xa6 httpstcoGyzref9duJ
1727,bsticklebrick73 Hey Randy postcode phone number well give call either txe2x80xa6 httpstcol8awP6rUi7
1728,balisonthursby It ready next couple day Alison keep eye httpstco2C3PNxZqPy Cass
1729,bChrisKrypton95 able check Chris Would able top postcode phonexe2x80xa6 httpstcotbCggWICg6
1730,bJamieRGrech We get credit balance transfer back bank account would speaxe2x80xa6 httpstcoPD2WUCb75r
1731,bcarlyroberts31 Carly busy day currently continue see high demand duxe2x80xa6 httpstco8QCPOBTDmB
1732,bstem_maths So get back Did manage get sort A specialist teamxe2x80xa6 httpstco6Va2kZxN4P
1733,bpaulkin05922704 Paul So get back Weve update forgotten detail stepsxe2x80xa6 httpstco8PMtsgVzqf
1734,beric_san89 Eric Sorry get back want pop use button belxe2x80xa6 httpstcof7Xa7axyeq
1735,bHaribocheeks Sorry hold Cara Weve update forgotten detail step online clear yxe2x80xa6 httpstcoG4LFuoLrIw
1736,bDACcessibility get back Did manage get sort notxe2x80xa6 httpstcoRZFM8MUdx9
1737,balisonthursby Sorry Alison Youve probably spot case news onxe2x80xa6 httpstcoqTo3DQfNtQ
1738,bheidibex82 Sorry hold Becky You may spot already work option payxe2x80xa6 httpstcoi5t0PcCxUV
1739,bjustsimonuk Simon Really get back Did manage get sort notxe2x80xa6 httpstcopFYeYqiVek
1740,bTubbsWoolner youre problem generally manage money youxe2x80x99ll find helpful advice mxe2x80xa6 httpstcoob9qkopGzB
1741,bTubbsWoolner think could financially impact Covid19 call 0800 046 8324 find howxe2x80xa6 httpstcojwpEFS9GQv
1742,bTubbsWoolner try help customer much time The good news thatxe2x80xa6 httpstcoo67EZlMyoO
1743,bdavenportsevent imagine situation constantly evolve Were try help customersxe2x80xa6 httpstco2X2uar7jsU
1744,bwhatKBdid Katie know must frustrate Were extremely busy moment take stafxe2x80xa6 httpstcoGb8gg5S3g6
1745,bMsBPH Hey Brooke global restriction place teams arent available others functixe2x80xa6 httpstcoVJL9SF1ZeL
1746,bMarlonDWSmith Hey Marlon clear cache cooky try log please Let know go Rach
1747,ballenpete1 Peter dont worry well help We look raise chargeback herexe2x80xa6 httpstco3BrbKcmPz2
1748,bmattyydale Great glad hear Matty Give shout help anything else Rach
1749,bFrances82967238 afraid dont youd give call hang answer promixe2x80xa6 httpstcoGKvwHQkoZh
1750,bemmareynolds91 Hey Emma long wait time imagine little busy usual Howxe2x80xa6 httpstcogkHBGxWYBt
1751,bStNaan global restriction place teams arent available others function uxe2x80xa6 httpstcoQZ2MfMLpkr
1752,bCharlotteey Hey Charlotte know situation stressful many people wed like try help wxe2x80xa6 httpstco706FqtuZv1
1753,bMrsLouiseT really respond message hope able get inxe2x80xa6 httpstcoP5SXGcCg1B
1754,bkaitlinlack Hey Kaitlin global restriction place teams arent available others arexe2x80xa6 httpstcoQH2MOJY3Wk
1755,bOhMyGoddard glad sort due fact need move manually might able toxe2x80xa6 httpstcoZftK2fC0zS
1756,bnataliephysiouk Can please let know department try ring check alternative Ramona
1757,bnataliephysiouk Hello Natalie certainly understand frustration due staff ixe2x80xa6 httpstco78pc6odfii
1758,bDanny_Gartside Wed take full balance owe time DD request go Danny Orxe2x80xa6 httpstcoeuvQkHTcqH
1759,bMschristinarose Our team work hard ever answer call Christina Ill reply Nikki
1760,bjt0576 Ill reply JT Nikki
1761,bnathan02222964 Nathan Ive reply Nikki
1762,bDamnRightUK Can query Ill try help Were able view account caxe2x80xa6 httpstco3UK1q4JgD6
1763,bmonie4112 Simone try page fix Just clear cooky cache first Nikki
1764,bunder_toned Ok Wendy Can Nikki
1765,bFlahute66 David try unlock online error fix clear cache cooky axe2x80xa6 httpstco4BOJYQbG8P
1766,bhvennnn 22 youre able leave quieten little would save time hold phone Nikki
1767,bhvennnn Hannah would speak get send back bank Due current situationxe2x80xa6 httpstcowrgPid5eXR
1768,bshaunhall86 Shaun find repayment holiday link httpstco2C3PNxZqPy The postxe2x80xa6 httpstcoAhZ7oQY3z9
1769,bpaulystew1 Paul youre experience Have double check bank paymentsxe2x80xa6 httpstco9HTxgtZPNa
1770,bWILDIRISH_ROVER Hey Paddy Ive reply tweet Apologies take long Nikki
1771,bWILDIRISH_ROVER Paddy check info link help clarify httpstcoO2v1FoFjWV Nikki
1772,bWILDIRISH_ROVER Paddy hope get sorted download form link fill return txe2x80xa6 httpstcopzDu6c9LKL
1773,bxe2x9axa0Scam alert fraudsters promote fake coronavirus track apps could lock phonenxe2x9dx8c Never downloadxe2x80xa6 httpstcoxSmsx76GV4
1774,bMillieSavs Amelia Ive reply Nikki
1775,b_JD222_ 22 experience high call queue usual moment youre able leave wexe2x80xa6 httpstcoirI2TXnPxm
1776,b_JD222_ get credit balance transfer back bank account would txe2x80xa6 httpstcoUuEmLFaa6G
1777,bangus_jordan Angus try log online clear cache cooky first doxe2x80xa6 httpstco7Rd3ESbUjF
1778,biam_azh Ash little busy right due current situation weve get less colleague andxe2x80xa6 httpstcoG3XIH9Ws6f
1779,bpimran786 PolhomeEditor Imran check link may help meantime httpstco2C3PNxZqPy Nikki
1780,bjack_day1992 Jack support available Nikki
1781,b_harahx team extremely busy reduce number staff customer contactingxe2x80xa6 httpstcoZz03trnvjs
1782,bPhilPhilpp Phil UK team You would reach Barclaycard Germany updatesxe2x80xa6 httpstco8REtQO7t2f
1783,bStuInAus Stuart Weve enable try help customer query Ive gotxe2x80xa6 httpstcodkB4brCyEw
1784,bFredleted Brian Sorry reply check link regard repayment holidaysxe2x80xa6 httpstcotQK8ZOKbRh
1785,bphillippparker Hey Philly apologies All team extremely busy due current situatixe2x80xa6 httpstcozBkxegyNTo
1786,bskotyw Scott wait Are still problem please let know debit orxe2x80xa6 httpstcoK1OVh1EmDp
1787,bAdamjohntaylor5 Adam wait manage speak team ask youre ablxe2x80xa6 httpstcomsvS20cs5S
1788,baluminiumfrank Apologies Can let know wanted speak pxe2x80xa6 httpstcoZcOzEEF0Lr
1789,bAndiMadd Andy Yes come back within around 710 day Dan
1790,bKarenMason Can send little information see option Brogan httpstcomPqb4etrYV
1791,bWendySm01112453 Hey Wendy thanks patience wexe2x80x99ve busy best operate bxe2x80xa6 httpstcobVbb9LzV0b
1792,bnewham2012 Carlos find help customer link httpstcoiWvLWd93AS Nikki
1793,bjohn_herd GlaswegianTory Sorry youre happy response receive colleague Nikkixe2x80xa6 httpstcoiHss6DEOZR
1794,bsoniasok116 Sorry hear Sonia help time find helpxe2x80xa6 httpstcoOvuMMix8tu
1795,bmackenziesmithr 22 Id first check bank arent decline theyre check link forxe2x80xa6 httpstcozoRttvydYS
1796,bmackenziesmithr deal large amount call customer colleague havxe2x80xa6 httpstcozmfjGnGv1d
1797,bsticklebrick73 Randy really work hard deal amount quxe2x80xa6 httpstco8rHVTDD6rK
1798,bhaveasalad really work hard deal amount query wexe2x80xa6 httpstcofkuTlN6hQq
1799,bduncphoto WarrenAaronWebs Duncan think Nikki must listen say appear wexe2x80xa6 httpstcoN5RN2qmbyi
1800,blorrain09287461 Lorraine offer tend run end month confuse youve hadxe2x80xa6 httpstco1Fsk33BLff
1801,bGuestlandlord Richard may youre able query specific transaction You download foxe2x80xa6
1802,btanyaKGx Hey Tanya As totally stretch across channel capacity offer callback Imxe2x80xa6 httpstcosPkCeAiVvx
1803,bLondon_Rover youre sort please Ill see advise Nikki httpstcomPqb4etrYV
1804,bmerkmoore95 Hey Mark thanks patience wexe2x80x99ve busy best operate best wxe2x80xa6 httpstcolEhEncQskP
1805,bgordonJack7 Ive reply Gordon Nikki
1806,bAmanGil55213229 22 line queue httpstcoO2v1FoFjWV Dan
1807,bAmanGil55213229 work hard help many customer possible withxe2x80xa6 httpstcouDPcBRilnO
1808,bSpennooooo Hey Callum reply Our telephone line extremely busy moment due toxe2x80xa6 httpstcoCrRXt0BUM9
1809,bRomihanduja Rajesh hear Please ask daughter reach team arrange ixe2x80xa6 httpstcoIuzObVfAgy
1810,bFriely47 Alex would depend query relation different team engage help withxe2x80xa6 httpstco8s1m29g9kd
1811,btanyaKGx Tanya really work hard deal amount queriesxe2x80xa6 httpstcoMOqucDrPNO
1812,bashelle66 Depending would help might speak securely manage conxe2x80xa6 httpstcodhfrNHTva8
1813,bashelle66 Hello Ashleigh certainly understand frustration due staff impactxe2x80xa6 httpstcoREvzMgpuro
1814,babrahams_fiona Hey Fiona wexe2x80x99ve busy best operate bexe2x80xa6 httpstcoyiWBrlSzlV
1815,bSHaywardZA There find information regard make chargeback via linkxe2x80xa6 httpstcoNq7wzNoFZW
1816,bchellemacgill certainly appreciate wait long frustrating manage get resolve Ramona
1817,bwdy_t 22 Ill get raise totally agree confuse Nikki
1818,bwdy_t Tom reply Customers must write 16 digit card number postcode thexe2x80xa6 httpstcowzTGY4gOdF
1819,bBuggyTunes Hey reply time youve spent call Have managedxe2x80xa6 httpstcoZ34sBQLe22
1820,bGlaswegianTory really work hard deal amount query thaxe2x80xa6 httpstcolhvLbNaa4W
1821,baaliyahdeanne Hello Lili credit card account credit speak securely wexe2x80xa6 httpstcoFDSxCR6NH1
1822,bJonnyRebelArt Hello Jonathan certainly appreciate wait long frustrate ablexe2x80xa6 httpstcoNq0BMdv6Ih
1823,bMichaelNemo89 Michael Have look thel ink one reposnses You caxe2x80xa6 httpstcooAmk4gEXAM
1824,bAdam65702213 Hello Adam certainly give hand reason think someone mightxe2x80xa6 httpstco0Ld9Zv2tiE
1825,bandywilmer hayleyalysmua Hey Andy thanks patience wexe2x80x99ve busy best opexe2x80xa6 httpstcor8wJ6KQ0UT
1826,bswhittle Sally message provide number call customer service Dan
1827,bPaulTransfer Paul replying Ill reply Nikki httpstcomPqb4etrYV
1828,bAdamDUBDay Adam Please try link see one work well httpstcoqpdUIR3ARM Ifxe2x80xa6 httpstcoXKsfabKsTc
1829,bBagey1975 Paul still help let know mean unlock Nikki httpstcomPqb4etrYV
1830,bJTMANmenswear Have speak yo someone let know around doxe2x80xa6 httpstcoFWgwUs7FpD
1831,bJTMANmenswear team extremely busy reduce number staff customer contactxe2x80xa6 httpstco4Anxw0Lldk
1832,bt77nge We appreciate patience Ange know day since tweet receive anythingxe2x80xa6 httpstconh0Qyx1GRX
1833,bMattCrooks97 Matthew Youd speak customer service theyll able whats call credixe2x80xa6 httpstcou2DjbJdUxB
1834,bjourdemayne Deborah fix clear cache cooky try thatd great Nikki
1835,bUrban__Groove difficult time put first 100 Check page updaxe2x80xa6 httpstcowjcoO3zuxn
1836,bfidonn Fiona Ill reply Nikki
1837,bgarethmorrison Gareth sure whove email unless secure message wed ablxe2x80xa6 httpstcoRN7ALecNSw
1838,bsimonknott86 Hey Simon aplogies reply Were super busy right queue arexe2x80xa6 httpstcoqa1x2wy3iL
1839,bsciolisthjf Howard youre issue get take call hoursxe2x80xa6 httpstcoSwCja9CLQI
1840,bSiege_Perilous certainly pass team feedback Patrina Hopefully youve manage speak Kevin
1841,bhehunts James really work hard deal amount queriesxe2x80xa6 httpstcoyM0fGnifcu
1842,bbiggc1970 youxe2x80x99re register Barclaycard online servicing use linkxe2x80xa6 httpstcoVz4ftLSaB9
1843,bbiggc1970 Click View spending click transaction next click xe2x80x98Query transactionxe2x80x99 fxe2x80xa6 httpstcoje8T0i7xYN
1844,bbiggc1970 Graham You call Barclaycard dispute team 0800 161 5291 7am11pm toxe2x80xa6 httpstcoioQ1sWX9fS
1845,bbern_eleven LaurynPryde David Ive reply fixed try Nikki
1846,bsusie_worm Yes Susie service thousand call successfully The queue long excesxe2x80xa6 httpstcoTrsib93UkR
1847,bKarenMason Hey Karen super busy right Have manage get yet notxe2x80xa6 httpstcoA4lG9GgQY2
1848,bbern_eleven AntRGreen David try today work Also clear cache cookxe2x80xa6 httpstco3yDFS2oiLs
1849,bRichie__Ryan Richie Sorry late reply come back You speak goxe2x80xa6 httpstcoiSODPgHu47
1850,bCaterinaAmato8 The team receive thousand call Caterina Theyre work hard servicexe2x80xa6 httpstcouSp3ATGoSn
1851,bangelahayworth Angela see sent colleague Dan get back Christie
1852,brachael_crofts Hey Rachael thanks Tweet get back manaxe2x80xa6 httpstcooc9HolFBC2
1853,bSophieD_85 Sophie wonxe2x80x99t charge late payment cash advance fee 19 March 17 June 2020xe2x80xa6 httpstco4hTMk5Qhnx
1854,bdobtastic You would send post Here web page informationxe2x80xa6 httpstcoB0ncFFa95C
1855,bLili2 youre problem generally manage money youxe2x80x99ll find helpful advice money woxe2x80xa6 httpstcoGyQb2nuwJ5
1856,bLili2 think could financially impact Covid19 call 0800 046 8324 find canxe2x80xa6 httpstcoaSAPCBKIqf
1857,bLili2 Hello JaxnnWe wonxe2x80x99t charge late payment cash advance fee 19 March 17 June 2020 xe2x80x93 wxe2x80xa6 httpstcoCysrAt8Jjb
1858,bHarris_5Family Hello Harris please come Facebook Messenger want help find best next stexe2x80xa6 httpstcoWfb7UMPMFb
1859,bDialsquare10 Hello able arrange callback security reason Please come txe2x80xa6 httpstco5kKbmcYQeG
1860,bsmithywannabe Hello NiknnPlease come character count high informationnnRoss httpstcomPqb4etrYV
1861,bsamdmorgan Sam wexe2x80x99ve fix issue today Please clear cache cooky log yxe2x80xa6 httpstcoUAPOQdoPZx
1862,bluckymercenary trouble Online Banking pop chat Brogan
1863,bA_Cameron19 Annabel please send call get help herexe2x80xa6 httpstcouSsJ0z0ksF
1864,bShauniMcTaggart Shauni notice Tweet would like help Please send littlexe2x80xa6 httpstcoU9JcEFrHmD
1865,bjetsetninja Hey Jetset message huge apology long wait busy due imxe2x80xa6 httpstcoDigLNjMAeW
1866,bESmith206 Hey Eric thanks message huge apology long wait busy due impactxe2x80xa6 httpstcoBSakvdZCwW
1867,bSonia63962271 youre problem generally manage money youxe2x80x99ll find helpful advice ourxe2x80xa6 httpstcoHBtja1qvEq
1868,bSonia63962271 think could financially impact Covid19 call 0800 046 8324 find howxe2x80xa6 httpstcolOSIPwGMyk
1869,bSonia63962271 Hello SoniannWe wonxe2x80x99t charge late payment cash advance fee 19 March 17 Junxe2x80xa6 httpstcoyOHRZgOSO5
1870,bkep212 Also due Covid 19 global lock down digital team available phonxe2x80xa6 httpstcokpjVV65Yye
1871,bkep212 Hello Kate experience high call volume also consider health stafxe2x80xa6 httpstcoyMC7qiE3AX
1872,bChristianRad Christian Ixe2x80x99m hold long try get mxe2x80xa6 httpstcoNiQ0rM1eSV
1873,bflutterbyplant Flutts send little information device exxe2x80xa6 httpstcoS0g58REFBz
1874,bcphelan Chris really respond Were certainly ignore reaxe2x80xa6 httpstcoktwk7QWlpe
1875,bnat1811 Natalie really respond Weve really busy recently youxe2x80xa6 httpstcodEh5xbSsMe
1876,bMatt93671000 Hello Matt want help line open however due high call volume waxe2x80xa6 httpstcoPO99H6LbRb
1877,bhayleyalysmua Hello Hayley certainly understand frustration wait time know idxe2x80xa6 httpstcoJLtOjGDo40
1878,bcoombem1978 BarclaysIB Hello Matty mail room operational due situation take long toxe2x80xa6 httpstcoMrhhgxTglD
1879,b1GuyFromHalton complaint ongoing touch soon possible discus Ramona
1880,bTrentonSpear Trenton reply Id like see help Could let mexe2x80xa6 httpstco0Yq8H8C1mi
1881,bBrrrrraaaddders Ive reply youve sent look help Steven B
1882,bHelloScottsdale know ideal wait long urgent dont clxe2x80xa6 httpstcoz0bZf7stFK
1883,bHelloScottsdale Hello Scott want give hand youre look close credit card accouxe2x80xa6 httpstcoWeZ1TFX9OG
1884,bSi_p Hello Simon know wait long really frustrating especially take care axe2x80xa6 httpstcoLft1ly69zX
1885,bAbulEyse Hello Abu see youre struggle connect The wait time really high knowxe2x80xa6 httpstcolUlwx0q5Jn
1886,bKei_Maye glad sort look bring maybe make change hxe2x80xa6 httpstco18iXMGB1sf
1887,bFrancesca95_ Oh sound like youve bit nightmare As imagine due current gloxe2x80xa6 httpstcovIohai7oe8
1888,bLynnElliotEsq Can let know help Ill best point thexe2x80xa6 httpstco1r3qsQANmB
1889,bLynnElliotEsq Lynn response weve busy assure arxe2x80xa6 httpstcow3lctZBiHy
1890,bgeraldinewan Geraldine reply Wed speak phone sort thixe2x80xa6 httpstcojbO5h6Mi1A
1891,bBertiSmalls certainly understand frustrate wait without know wait time please letxe2x80xa6 httpstcoIpM9Ob6gQY
1892,bChrissieShephe1 Hey Chrissie thanks message get We arent lookingxe2x80xa6 httpstcoQgNnQtACYA
1893,biamemilymatthew Perfect hope enjoy rest day thank time Wexe2x80x99re 247 youxe2x80xa6 httpstcotmb9V2ixd9
1894,bemilyoflanagan We look online soon possible Please keep eye website update Brogan
1895,bTonyRAgg VeloEssex Hey Tony late reply message incredibly busy youxe2x80xa6 httpstcot7Srbhc7Vx
1896,bDogheads1 hear happen Id like understand little see there anxe2x80xa6 httpstcot9bLIgpXjy
1897,bFor information upcoming Barclaycard payment holiday please visit website httpstcoV1ve4TMZfp httpstco8VEXvkFCpn
1898,bCallieHopkins16 The 404 error see fix want try Callie doesntxe2x80xa6 httpstcoHXDJkL5d0o
1899,bkathgreenphoto Sorry Katherine The 404 error see fix want tryxe2x80xa6 httpstcoPFM9rSmxm4
1900,bReadingbug68 Hey Melanie via Online Banking Secure Message normal time scale would 48 woxe2x80xa6 httpstcoABm7ZVgByZ
1901,barranandjules1 Hey Julie late reply message wait time youve experience xe2x80xa6 httpstcoiA3y0r2zJw
1902,bTrigster_1 Hey Colin reply weve super busy Have manage speaxe2x80xa6 httpstco2Esz6PGXN4
1903,bdingbanks asda transaction decline Daniel Youll give call 0800 151 09xe2x80xa6 httpstco45Dxd1B40T
1904,bsrpnor No worry Steve change mind let know Take care stay safe Dan
1905,biamemilymatthew Emily Sorry late reply come back direct afrxe2x80xa6 httpstcoiS42B1d0vA
1906,bafricanfreckles Hey Natasha few colleague usual answer phone right corxe2x80xa6 httpstcoag2Hs2Okfn
1907,bBreezerGalway hold get back Wexe2x80x99re work online application formxe2x80xa6 httpstcoeziT9uIpFH
1908,bRhydd1 Dave Sorry youre issue access account online You speak digxe2x80xa6 httpstco64wAeG4eSX
1909,bsrpnor Steve Sorry take long come back extremely busy social medxe2x80xa6 httpstco2QIIfrC6JA
1910,bGem43184781 Gem raise dispute take look link option andxe2x80xa6 httpstcoaIxT0ZyseF
1911,bMatt140685831 Matt payment fraudulent raise online often without get pxe2x80xa6 httpstcozwHd7A8bJR
1912,btravelsofalan Alan ignore super busy Wexe2x80x99re work online application formxe2x80xa6 httpstco5wUF7JcD0i
1913,bRaaviGupta4 really glad youve manage get sort Raavi take care stay safe Dan
1914,bTshilham Tam reach Your partner would call customer service discuss thisxe2x80xa6 httpstcoltCfxEfdC1
1915,bCaterinaAmato8 22 one sending back bank would call 0800 151 0900 bxe2x80xa6 httpstcozjOQZ6iUep
1916,b79neb79 Hey get back Wexe2x80x99re actually work online applxe2x80xa6 httpstcoxCHLbEtt4d
1917,bCaterinaAmato8 Caterina youve make manual payment Direct Debit place happen depenxe2x80xa6 httpstcoLZb18ZMpiz
1918,bNeilThompson Hey Neil get back appreciate completely beenxe2x80xa6 httpstcoTuYrfXiE61
1919,bjustmeinnit hesyms Thats great news Kel thanks come back let know Take care stay safe Dan
1920,balexszaborl Apologies Alex cant help via social medium secure channel You would nxe2x80xa6 httpstcoAt9eF3gFPu
1921,bjustmeinnit hesyms You speak advisor Kel eventually get agent bxe2x80xa6 httpstco0z0hhhdQsS
1922,bGeorgiaaBarberr Georgia cannot make outbound call busy channel afrxe2x80xa6 httpstcojQfYMDjC6u
1923,bClareLKelly82 Youd best call team 0800 151 0900 help process The team avaxe2x80xa6 httpstcorwD8Par80e
1924,bRaaviGupta4 In case Raavi stump allow dispute The process isxe2x80xa6 httpstcooGNLrhIn8m
1925,bnadyashamsuddin barclaysuknews BarclaysLDN Nadya youre hold We answer call quicklyxe2x80xa6 httpstcoq6DZaDmizW
1926,bEEgleton respond Ellie xf0x9fx98x8aThanks Dean
1927,bRaaviGupta4 Can please sadvise cant online Raavi issue log accoxe2x80xa6 httpstcoUu9ASPDIx7
1928,bAshhCohenn Well reply soon able Ash Nikki
1929,bAshhCohenn Ok Ash Id recommend either write close account wait situatxe2x80xa6 httpstco1Q4EBooWkg
1930,bRebecca02312589 Rebecca youre issue Our team 0800 151 0900 able help thaxe2x80xa6 httpstco1si5QamtJ6
1931,bAshhCohenn Ash staff work due impact staffing level customer woxe2x80xa6 httpstcopi2XdpDi1i
1932,bShellTC25 Hey Shelley take look link advice httpstcodnD2PEvsi6 Nikki
1933,blouisexwilkes Hey Louise wait time youve experience call much few colleaxe2x80xa6 httpstco6TOp6ADgDJ
1934,bFar_ah94 Fara Not right dont worry weve get cover You turn compatible Android handsexe2x80xa6 httpstcoKP95cGeBkQ
1935,b_johnburrows Rich_Erd We really dont account mute John Were busy take thisxe2x80xa6 httpstco0qn3YVqLiJ
1936,bNatashaWhiting Natasha youre hold The wait time due impact Corona Virus oxe2x80xa6 httpstco25gZPs6EgP
1937,bluebyloo Lu Can drop quick button include postcode best numbxe2x80xa6 httpstconRenMYOp2y
1938,brobot1066 Ill reply shortly Nikki
1939,btlaindon1 Tariela advise late payment charge cash advance charge Interest still accruedxe2x80xa6 httpstcomM4UZd1pwn
1940,bgavajones 22 youd best call 0800 151 0900 team busy wait time exe2x80xa6 httpstcoDblz0vXxeU
1941,bgavajones Our app team currently unable support thats something look theyre back axe2x80xa6 httpstco7GIheBIG53
1942,bStevenBarr321 Steven update check link theres information plan repaymenxe2x80xa6 httpstcoH3PBReTTV4
1943,bSetting direct debit mean donxe2x80x99t worry remember pay bill could usefulxe2x80xa6 httpstcolzVWWqVz2g
1944,b466gw There Sorry late reply come back transaction dont recognxe2x80xa6 httpstcoADCGsa8rYr
1945,bRaaviGupta4 22 best help put customer mind rest thats advise print thxe2x80xa6 httpstcodD6znCjkap
